Horodateur;Année d'obtention de votre diplôme d'ambulancier;Département de formation ;Quel est le type d'activité de votre entreprise ? (Plusieurs réponses possibles);Quel est le secteur d'activité de votre entreprise ?;Combien d'ADE/CCA sont employés par votre entreprise;Combien d'auxiliaires sont employés par votre entreprise;Disposez-vous d'un jeu de tenues professionnelles identifiées :  Nom de l'entreprise ?;;De quelle couleur sont-elles ?;Avez-vous des protocoles d'hygiène dans votre entreprise ? ;;Si oui, sont-ils en adéquation avec l'enseignement réalisé à l'IFA ? ;Merci de justifier votre réponse ;Concernant le rythme de décontamination du matériel et du véhicule sanitaire,  réalisez-vous :;;Disposez-vous d'un lecteur de glycémie, appareil Dextro ?;;;;;Disposez-vous d'appareils permettant la réalisation d'électro-cardiogramme  (ECG) ? ;;;Disposez-vous de matériel pour réaliser des aspirations trachéales (dans la trachée, la canule de trachéotomie) ?;;;Vous disposez dans votre véhicule : (plusieurs réponses possibles);Lorsqu'un patient est à bord du véhicule sanitaire est-ce l'auxilaire qui conduit : ;;Lors d'une intervention, la suite de la prise en charge nécessite la pose d'une voie veineuse périphérique;;Lors d'une prise en charge d'un patient à domicile  il vous manque des informations pour la prise en charge de votre patient, hors celui-ci est porteur d'un courrier remis par son médecin traitant pour le service d'accueil .;Lors d'une admission, vous occupez-vous de l'entrée administrative de votre patient ( vous ou votre binôme ) ? ;;Dans les établissements de santé existe-t-il un guichet avec accès prioritaire ambulancier pour réaliser les démarches administratives de l'admission;;;;;;Lors d'un transfert, vous prenez en charge un patient porteur d'un pousse-seringue éléctrique;;;;
05/10/2013 21:23:59;2013;67;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;3;8;Oui;Oui;pantalon blanc sans nomination et haut bleu ;Non;;Oui;le matériels adapté n'est pas mis a disposition, on brode avec se qu'on sait et ce qu'on a. nous avons un sceau à tout faire que nous pouvons entre autre utiliser pour le nettoyage des véhicules. un produit DD en bidon (pas de doses mais a l'œil), parfois nous emmenons des lingettes de l'hôpital pour nettoyer nos ambulances (et les ramenons dés la prochaine course), pas de protocole pour le nettoyage et l'entretien des VSL, de temps en temps passage d'une lingette imprégné + aspirateur mais les lingettes sont rationalisées. il n'y a pas de temps mis a disposition pour le nettoyage dans le planning quotidien, ça ce passe selon motivation entre deux courses. pas de tablier. pas de clore. pas plus de deux sceau (celui de la climatisation et celui de la femme de ménage). les 3 DE que nous sommes nous forçons a relever le niveau. les AA on déjà oublié ce qu'ils ont appris (technique des deux sceau quoi ?). j'ai commencé en aout 2007 dans cette entreprise, fais de multiples demandent et soutenue par d'autres collègues nous n'avons rien obtenue de plus. sauf depuis 5 mois. nous avons a présent des champs de protection pour le matelas des brancards dans les ambulances C et couverture bacteriostatique, avant c'était les draps et couvertures de l'hôpital. ;Oui;Toutes les semaines ;Oui;Oui;Oui;De façon spontanée dans certaines situations ;en intervention pour le SAMU dans les cas neuro;Oui;Oui de manière autonome;Non;Oui;Non;Non;Matelas immobilisateur à dépression : matelas coquille;Parfois;Toujours;Oui;change de gants, sors un champ,donne garrot, donne compresses humide et seche a l'infirmiere et propose cathetere dif couleurs et pendant qu'elle cherche la veine,rassemble l'ensemble du materiel necessaire, verifie l'integrité de l'emballage et la date de peremption, presente le soluté a l'infirmiere et aprés son accord, prepare la perfusion avec sa tubulure et purge le dispositif. une fois piqué, je demande s'il faut un dextro sur aiguille si oui, je prepare l'appareil si non je presente le dasri rigide a l'inf;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Oui;stage au smur;;;
05/10/2013 21:29:30;2011;77;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;5;11;Oui;Oui;bleu marine;Non;Jamais;Non;;Non;tous les mois ;Non;Non;Non;;;Non;;Non;Non;Non;Non;Matelas immobilisateur à dépression : matelas coquille;Parfois;Parfois;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Non;;;;
05/10/2013 21:33:59;1999;92 'CESU GARCHES';Ambulance de catégorie C;Zone rurale;2;1;Oui;Oui;Bleu marine foncé;Oui;Parfois;Oui;;Non;tous les mois ;Oui;Non;Oui;Sur demande d'un médecin, d'un infirmier ou du SMUR;Suivant le cas échéant;Non;Oui sous contrôle d'un médecin ou d'un infirmier;Oui;Oui;Oui;Oui;Matelas immobilisateur à dépression : matelas coquille;Parfois;Toujours;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Jamais;;;;;;Oui;Stage SAMU;;;
05/10/2013 21:35:24;1987;13;VSL,  ASSU, Ambulance de catégorie C;Zone rurale;10;5;Oui;Oui;bleu marine / jaune fluo;Oui;Toujours;Non;adapter aux conditions climatiques et aux missions;Oui;Tous les jours;Oui;Non;Oui;De façon spontanée régulièrement ;malaises;Oui;Oui sous contrôle d'un médecin ou d'un infirmier;Non;Oui;Oui;Oui;Matelas immobilisateur à dépression : matelas coquille;Parfois;Toujours;Oui;Vous préparez la perfusion avec sa tubulure et purgez le dispositif ;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Oui;CCA SMUR;;;
05/10/2013 21:35:47;2013;69;VSL, Ambulance de catégorie C;Zone urbaine;6;5;Oui;Oui;bleu;Non;;;;Oui;Toutes les semaines ;Non;Oui;Non;;;Non;;Non;Oui;Oui;Non;Matelas immobilisateur à dépression : matelas coquille;Toujours;;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Jamais;;;;;;Oui;Votre IFA;;;
05/10/2013 21:36:33;2012;59;VSL,  ASSU;Zone urbaine;80;30;Oui;Oui;Bleues;Oui;Parfois;Non;"Notre responsable dit que le protocole de désinfection après une BMR respiratoire n'existe plus.

Le patron nous enlève des heures une fois qu'on rentre à la base. Il ne prend pas en compte le temps de nettoyage des véhicules en fin de journée et ne nous les paient pas donc les véhicules sont rarement nettoyés.";Non;tous les mois ;Oui;Oui;Non;;;Non;;Non;Oui;Non;Non;Matelas immobilisateur à dépression : matelas coquille;;Toujours;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Non;;;;
05/10/2013 21:38:21;2008;54;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;140;60;Oui;Oui;Blanche;Non;Parfois;Non;Le gérant ne nous fournis pas de quoi nous retourner afin d'aboutir à une hygiène nécessaire. ;Oui;Toutes les semaines ;Non;Oui;Oui;De façon spontanée dans certaines situations ;ATCD diabetiques, pancréatique;Non;Non;Oui;Non;Non;Non;Matelas immobilisateur à dépression : matelas coquille;Parfois;Parfois;Non;aucun moyens;oui si urgence;Oui;Uniquement lors d'une entrée en service d'urgence;Parfois;;;;;;Non;;;;
05/10/2013 22:00:24;2010;94;VSL, Ambulance de catégorie C;Zone rurale et urbaine;4;3;Oui;Oui;bleu;Non;;;;Non;Toutes les semaines ;Oui;Non;Oui;Sur demande d'un médecin, d'un infirmier ou du SMUR;;Non;;Non;Non;Non;Non;Matelas immobilisateur à dépression : matelas coquille;Parfois;;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Non;;;;
05/10/2013 22:00:56;2003;84;Ambulance de catégorie C;Zone rurale et urbaine;2;1;Oui;Oui;Blanches;Oui;Toujours;Oui;;Oui;Tous les jours;Oui;Oui;Oui;De façon spontanée dans certaines situations ;Malaise sans indication, AVC;Non;Non;Oui;Oui;Oui;Oui;Matelas immobilisateur à dépression : matelas coquille;Parfois;;Oui;Vous préparez la perfusion avec sa tubulure et purgez le dispositif ;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Oui;Votre IFA;;;
05/10/2013 22:08:39;2013;75; ASSU;Zone urbaine;20;0;Oui;Oui;Blanche;Oui;Toujours;Oui;;Oui;Toutes les semaines ;Oui;Oui;Oui;De façon spontanée dans certaines situations ;;Oui;Oui de manière autonome;Oui;Oui;Non;Oui;Matelas immobilisateur à dépression : matelas coquille;Jamais;Jamais;Oui;Vous préparez la perfusion avec sa tubulure et purgez le dispositif ;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Non;;Parfois;;;;;;Oui;Votre entreprise ;;;
05/10/2013 22:10:39;2012;75;VSL, Ambulance de catégorie C;Zone urbaine;20;10;Oui;Oui;blanches;Oui;Toujours;Oui;;Non;Toutes les semaines ;Non;Oui;Non;;;Non;;Non;Non;Non;Non;Matelas immobilisateur à dépression : matelas coquille, Planche à immobilisation type : Baxtrap ;Toujours;Toujours;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Non;;;;
05/10/2013 22:10:56;2002;78;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;22;27;Oui;Non;bleue;Non;;;;Non;Tous les jours;Oui;Non;Non;De façon spontanée dans certaines situations ;malaise;Non;;Non;Non;Non;Non;Matelas immobilisateur à dépression : matelas coquille;Parfois;Parfois;Non;;selon la situation;Oui;Les deux ;Parfois;;;;;;Non;;;;
05/10/2013 22:11:36;2007;95; ASSU;Zone rurale et urbaine;15;0;Oui;Oui;blanches;Non;Jamais;Non;;Non;tous les mois ;Non;Non;Non;;;Non;Non;Non;Non;Non;Non;Matelas immobilisateur à dépression : matelas coquille;Parfois;Parfois;Non;;Vous n'ouvrez pas le courrier;Oui;Les deux ;Jamais;;;;;;Non;;;;
05/10/2013 22:13:37;2011;69;VSL,  ASSU;Zone rurale et urbaine;2;1;Oui;Oui;jaune;Oui;Parfois;Oui;;Oui;Tous les jours;Oui;Oui;Oui;De façon spontanée dans certaines situations ;;Non;;Oui;Oui;Oui;Oui;Matelas immobilisateur à dépression : matelas coquille, Planche à immobilisation type : Baxtrap ;Toujours;Toujours;Oui;Vous rassemblez l'ensemble du matériel nécessaire ;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Uniquement lors d'une entrée en service d'urgence;Parfois;;;;;;Oui;Votre IFA;;;
05/10/2013 22:17:19;2012;80;VSL,  ASSU;Zone rurale;5;5;Oui;Oui;bleues et blanches;Oui;Parfois;Non;nous n'avons pas toujours les produits adaptés à la desinfection d'un véhicule de transport sanitaire...;Non;Toutes les semaines ;Oui;Oui;Oui;De façon spontanée dans certaines situations ;malaise hypo, diabète connu;Non;Non;Non;Non;Non;Non;Matelas immobilisateur à dépression : matelas coquille, Planche à immobilisation type : Baxtrap ;Toujours;Toujours;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Jamais;;;;;;Non;;;;
05/10/2013 22:23:43;2003;78;VSL,  ASSU;Zone rurale et urbaine;11;5;Oui;Oui;Blanc;Oui;Toujours;Non;;Non;Toutes les semaines ;Oui;Oui;Oui;Sur demande d'un médecin, d'un infirmier ou du SMUR;;Non;Non;Non;Oui;Oui;Oui;Matelas immobilisateur à dépression : matelas coquille, Planche à immobilisation type : Baxtrap ;;Parfois;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Oui;Votre IFA;;;
05/10/2013 22:29:18;1993;75;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;30;15;Oui;Oui;bleu et blanc;Oui;Toujours;Oui;;Oui;Toutes les semaines ;Non;Non;Non;Sur demande d'un médecin, d'un infirmier ou du SMUR;samu au domicile dextro de la personne;Non;Non;Non;Oui;Oui;Non;Matelas immobilisateur à dépression : matelas coquille;Toujours;Toujours;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Non;;;;
05/10/2013 22:30:10;2012;Aube (10);VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;10;10;Oui;Oui;Bleu marine & vert fluo, + bande jaune fluo sur pantalon et blouson;Oui;Toujours;Oui;"Nos patrons sont très strict sur l'hygiene, les véhicules, le materiel, car certification ISO 2000 
Fiche de traçabilité de désinfection dans chaques ambulances, et tableau de traçabilité affiché au bureau pour les vsl.



Pour la question suivante :
Draps / taie d'oreillé usage unique changé à chaque patient + désinf du brancard.
Si le patient à une hygiene douteuse et que l'on a utilisé le multiparametrique on desinfecte le brassard à TA et l'oxymetre de pouls.

Sinon c'est désinfecté une fois par semaine à fond en même temps que la grosse désinf de l'ambulance";Oui;Toutes les semaines ;Oui;Non;Oui;De façon spontanée dans certaines situations ;Lors de malaise chez une personne Diabétique qui n'aurait pas fait sa glycémie apres son malaise, où sur une personne inconsciente qui respire. (Pas vu l'utilisation à l'IFA, mais vu lors du stage aux urgences et au SMUR);Oui;Oui sous contrôle d'un médecin ou d'un infirmier;Non;Non;Non;Non;Matelas immobilisateur à dépression : matelas coquille, Planche à immobilisation type : Baxtrap ;Toujours;Toujours;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Non;;;;
05/10/2013 22:40:58;2013;Rhone;VSL, Ambulance de catégorie C;Zone rurale et urbaine;3;3;Oui;Oui;Bleu et blanc;Oui;Toujours;Oui;;Oui;Toutes les semaines ;Oui;Oui;Non;;;Non;;Non;Oui;Non;Non;Matelas immobilisateur à dépression : matelas coquille;Toujours;;Non;;Vous n'ouvrez pas le courrier;Oui;Les deux ;Parfois;;;;;;Oui;Votre IFA;;;
05/10/2013 22:48:06;2003;69;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;24;4;Oui;Oui;blanc;Oui;Parfois;Oui;;Oui;Tous les jours;Oui;Non;Oui;De façon spontanée dans certaines situations ;personnes diabétiques;Non;Non;Non;Non;Non;Non;Matelas immobilisateur à dépression : matelas coquille;Parfois;Toujours;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Non;;;;
05/10/2013 22:58:38;2013;60;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;15;12;Oui;;bleu;Oui;Toujours;Oui;;Non;Toutes les semaines ;Oui;Oui;Oui;De façon spontanée dans certaines situations ;;Oui;Non;Non;Oui;Oui;Oui;Matelas immobilisateur à dépression : matelas coquille, Planche à immobilisation type : Baxtrap ;Parfois;Parfois;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Oui;Votre entreprise ;;;
05/10/2013 23:00:15;2009;78;VSL,  ASSU, Ambulance de catégorie C;Zone rurale;4;4;Oui;Oui;marine jaune flou;Non;Jamais;Non;;Non;Tous les jours;Oui;Non;Non;;;Non;Non;Non;Oui;Non;Oui;Matelas immobilisateur à dépression : matelas coquille;Parfois;Parfois;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Non;;;;
05/10/2013 23:39:08;2007;Puy-de-Dôme;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;40;50;Oui;Oui;Noire et rouge;Oui;Parfois;Non;"Matériel pour nettoyer les cellules sanitaires inadéquats.
Absence de traçabilité et de contrôle dans les désinfections des véhicules.";Non;Toutes les semaines ;Oui;Oui;Non;;;Non;;Oui;Oui;Non;Non;Matelas immobilisateur à dépression : matelas coquille;Parfois;Parfois;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Jamais;;;;;;Oui;Votre IFA;;;
06/10/2013 00:01:17;2012;66;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;16;13;Oui;Oui;blanche;Non;;Non;;Non;Toutes les semaines ;Oui;Oui;Oui;De façon spontanée régulièrement ;;Oui;Non;Non;Oui;Non;Non;Matelas immobilisateur à dépression : matelas coquille;Parfois;Toujours;Oui;Vous préparez la perfusion avec sa tubulure et purgez le dispositif ;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Non;;;;
06/10/2013 00:41:20;2008;60;VSL,  ASSU, Ambulance de catégorie C;Zone rurale;3;2;Oui;Oui;Bleu;Oui;Toujours;Oui;;Oui;Tous les jours, Toutes les semaines ;Oui;Non;Oui;De façon spontanée dans certaines situations ;Suite a une prise en charge pour malaise ou patient ayant comme antécédents diabète ;Non;Non;Non;Oui;Oui;Oui;Matelas immobilisateur à dépression : matelas coquille;Toujours;Toujours;Oui;Vous rassemblez l'ensemble du matériel nécessaire ;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;;Jamais;;;;;;Non;;;;
06/10/2013 00:45:04;2013;69;VSL, Ambulance de catégorie C;Zone rurale et urbaine;8;0;Oui;Oui;blanches;Oui;Toujours;Oui;;Oui;Toutes les semaines ;Non;Oui;Non;;;Non;;Non;Non;Non;Non;Matelas immobilisateur à dépression : matelas coquille;Jamais;;Non;;Vous n'ouvrez pas le courrier;Oui;Les deux ;Parfois;;;;;;Non;;;;
06/10/2013 01:12:37;2012;49;VSL,  ASSU, Ambulance de catégorie C;Zone urbaine;20;10;Oui;Oui;bleu foncé;Non;;Non;;Non;tous les mois ;Oui;Oui;Oui;De façon spontanée dans certaines situations ;patient diabétique, malaise;Non;;Non;Oui;Oui;Non;Matelas immobilisateur à dépression : matelas coquille;Toujours;Toujours;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Oui;Votre IFA;;;
06/10/2013 02:25:48;2011;66;VSL,  ASSU, Ambulance de catégorie C;Zone rurale;7;8;Oui;Oui;bleu;Oui;Toujours;Oui;Sont réaliser comme sur le module hygiène ;Oui;Tous les jours;Oui;Oui;Oui;De façon spontanée dans certaines situations ;sur symptômes neurologique;Oui;Non;Non;Oui;Non;Non;Matelas immobilisateur à dépression : matelas coquille, Planche à immobilisation type : Baxtrap ;Parfois;Parfois;Non;;premièrement je pose des questions au patient et deuxièmement j'ouvre le courrier ;Oui;Les deux ;Parfois;;;;;;Non;;;;
06/10/2013 05:44:40;2010;91; ASSU;Zone rurale et urbaine;3;3;Oui;Oui;Dominate blanche avec du bleu et reflechissant orange;Oui;Toujours;Oui;Protocole et note de service pour les désinfection après chaque transports, avant chaque fin de service, après transport avec risque et désinfection avec brumisateur 1 fois par semaine;Oui;Tous les jours;Oui;Oui;Oui;De façon spontanée dans certaines situations ;Malaise ou la glycemie peut etre en cause suite au signe clinique;Oui;Oui de manière autonome;Non;Oui;Oui;Oui;Matelas immobilisateur à dépression : matelas coquille, Planche à immobilisation type : Baxtrap ;Parfois;Parfois;Oui;Vous préparez la perfusion avec sa tubulure et purgez le dispositif ;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Jamais;;;;;;Oui;Votre entreprise ;;;
06/10/2013 07:27:01;2013;69;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;8;5;Oui;Oui;bleu et blanche;Oui;Toujours;Non;Manque de rigueur sur l'application des protocoles d'hygienne;Non;Tous les jours;Oui;Oui;Non;;;Non;;Non;Non;Non;Non;Matelas immobilisateur à dépression : matelas coquille;Toujours;Toujours;Non;;Vous n'ouvrez pas le courrier;Oui;Les deux ;Parfois;;;;;;Oui;Votre IFA;;;
06/10/2013 08:18:00;1996;87; ASSU;Zone rurale;3;4;Oui;Oui;blanc;Oui;Toujours;Oui;les dea sont 2 formés et recyclés afgsu et la 3eme est en plus pompier volontaire;Non;Toutes les semaines ;Non;Non;Non;;;Non;Non;Non;Oui;Non;Oui;Matelas immobilisateur à dépression : matelas coquille, Planche à immobilisation type : Baxtrap ;Toujours;Toujours;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Toujours ;;;;;;Oui;sur letas;;;
06/10/2013 08:20:36;2002;Finistère;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;12;30;Oui;Oui;bleu et blanc;Oui;Parfois;Oui;;Non;Toutes les semaines ;Oui;Non;Oui;Sur demande d'un médecin, d'un infirmier ou du SMUR;;Oui;Non;Non;Oui;Oui;Non;Matelas immobilisateur à dépression : matelas coquille, Planche à immobilisation type : Baxtrap ;Parfois;Parfois;Oui;Vous rassemblez l'ensemble du matériel nécessaire ;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Jamais;;;;;;Oui;Votre entreprise ;;;
06/10/2013 08:25:53;2005;83; ASSU, Ambulance de catégorie C;Zone rurale et urbaine;5;5;Oui;Oui;bleus;Oui;Toujours;Oui;;Oui;Tous les jours;Oui;Non;Oui;De façon spontanée régulièrement ;;Non;Non;Non;Oui;Oui;Oui;Matelas immobilisateur à dépression : matelas coquille, Planche à immobilisation type : Baxtrap ;Parfois;Parfois;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Non;;;;
06/10/2013 08:31:23;2011;66000;VSL, Ambulance de catégorie C;Zone rurale et urbaine;3;2;Oui;Oui;bleu;Non;Jamais;Non;;Oui;Toutes les semaines ;Non;Oui;Non;;;Non;;Oui;Oui;Oui;Non;Matelas immobilisateur à dépression : matelas coquille;Parfois;;Non;;Vous appelez le Centre 15 pour demander l'autorisation d'ouvrir le courrier  ;Oui;Les deux ;Parfois;;;;;;Non;;;;
06/10/2013 08:33:31;2011;72; ASSU;Zone rurale et urbaine;10;3;Oui;Oui;blanc;Oui;Parfois;Oui;;Non;Tous les jours, Toutes les semaines ;Oui;Oui;Oui;De façon spontanée dans certaines situations ;;Oui;Oui de manière autonome;Non;Oui;Non;Non;Matelas immobilisateur à dépression : matelas coquille, Planche à immobilisation type : Baxtrap ;Parfois;Parfois;Oui;Vous rassemblez l'ensemble du matériel nécessaire ;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Uniquement lors d'une entrée en service d'urgence;Parfois;;;;;;Non;;;;
06/10/2013 08:46:06;2013;13;VSL, Ambulance de catégorie C;Zone rurale et urbaine;15;10;Oui;Oui;Bleue;Oui;Toujours;Oui;Tout a fait. Pas de souci. Matériel a disposition ;Oui;Tous les jours;Non;Non;Non;;;Non;;Non;Oui;Oui;Non;Matelas immobilisateur à dépression : matelas coquille;Parfois;Parfois;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Non;;;;
06/10/2013 08:48:04;2003;33;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;35;15;Oui;Oui;Blanc et bleue;Oui;Parfois;Oui;;Non;Toutes les semaines ;Oui;Non;Non;;;Non;;Non;Oui;Oui;Oui;Matelas immobilisateur à dépression : matelas coquille;Parfois;Toujours;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Toujours ;;;;;;Non;;;;
06/10/2013 08:50:20;2012;29;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;9;2;Oui;Oui;bleue;Oui;Parfois;Oui;;Non;Toutes les semaines ;Oui;Oui;Oui;De façon spontanée dans certaines situations ;en samu;Oui;Non;Non;Oui;Non;Non;Matelas immobilisateur à dépression : matelas coquille, Planche à immobilisation type : Baxtrap ;Parfois;Parfois;Oui;Vous rassemblez l'ensemble du matériel nécessaire ;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Non;;Toujours ;;;;;;Non;;;;
06/10/2013 08:58:22;2012;29;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;5;1;Oui;Oui;Bleu;Non;Parfois;Oui;;Non;tous les mois ;Non;Oui;Non;;;Non;;Non;Non;Non;Non;Matelas immobilisateur à dépression : matelas coquille, Planche à immobilisation type : Baxtrap ;Parfois;Parfois;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Toujours ;;;;;;Non;;;;
06/10/2013 09:06:57;2003;67; ASSU, Ambulance de catégorie C;Zone rurale et urbaine;5;7;Oui;Oui;Blanc;Oui;Toujours;Oui;;Oui;Tous les jours;Oui;Non;Oui;De façon spontanée dans certaines situations ;Malaises,hypo/hyperglycemique connu;Oui;Oui de manière autonome;Oui;Non;Oui;Oui;Matelas immobilisateur à dépression : matelas coquille;Parfois;Parfois;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Oui;SMUR ;;;
06/10/2013 09:23:03;2013;21;VSL, Ambulance de catégorie C;Zone rurale et urbaine;2;2;Oui;Oui;blanches;Non;;Non;;Non;Toutes les semaines ;Non;Non;Non;;;Non;;Non;Non;Non;Non;Matelas immobilisateur à dépression : matelas coquille;Toujours;;Non;;Vous appelez le Centre 15 pour demander l'autorisation d'ouvrir le courrier  ;Oui;Uniquement lors d'une entrée en service d'urgence;Toujours ;;;;;;Non;;;;
06/10/2013 09:23:16;2004;37;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;5;3;Oui;Oui;blanc et bleu;Oui;Toujours;Oui;;Oui;Toutes les semaines ;Oui;Non;Oui;Sur demande d'un médecin, d'un infirmier ou du SMUR, De façon spontanée dans certaines situations ;;Non;;Non;Oui;Oui;Non;Matelas immobilisateur à dépression : matelas coquille, Planche à immobilisation type : Baxtrap ;Parfois;Parfois;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Non;;;;
06/10/2013 09:26:25;2010;69;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;19;1;Oui;Oui;blanche;Oui;Parfois;Oui;Si les société nous laisse le temps nous les appliquons il y a quelque différence les qui pour moi sont mineur (exemple : nous le remplissons les placards avant de nettoyer les sols que nous faisons aussi a la fin et pas au fur et a mesure;Oui;Toutes les semaines ;Non;Oui;Non;;;Oui;Non;Oui;Oui;Oui;Non;Matelas immobilisateur à dépression : matelas coquille, Planche à immobilisation type : Baxtrap ;Parfois;Parfois;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Oui;Votre IFA;;;
06/10/2013 09:27:52;2005;69;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;7;3;Oui;Oui;Bleu marine ;Oui;Parfois;Non;Pas le temps entre chaque patient;Oui;Tous les jours;Oui;Oui;Oui;De façon spontanée dans certaines situations ;Malaises hypo ....;Non;;Oui;Oui;Oui;Oui;Matelas immobilisateur à dépression : matelas coquille, Planche à immobilisation type : Baxtrap ;Parfois;Toujours;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Oui;Urgences;;;
06/10/2013 09:36:34;2008;31;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;7;8;Non;;bleu et blanc;Non;;;;Oui;Toutes les semaines ;Oui;Non;Oui;De façon spontanée régulièrement , De façon spontanée dans certaines situations ;Urgence spécifique;Non;;Non;Oui;Oui;Oui;Matelas immobilisateur à dépression : matelas coquille;Parfois;Parfois;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Oui;Votre IFA;;;
06/10/2013 09:48:45;2008;91;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;16;20;Oui;Oui;bleue et blanche;Oui;Toujours;Oui;;Non;Tous les jours;Oui;Non;Oui;De façon spontanée dans certaines situations ;malaise ;Oui;Non;Non;Oui;Oui;Non;Matelas immobilisateur à dépression : matelas coquille, Planche à immobilisation type : Baxtrap ;Parfois;Parfois;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Non;;;;
